,Website,Total Img Count,Optimized Img Count,Actual Bytes,Transferred Bytes,q-75,q-70,q-60,q-50,q-40
0,grammarly.com,57.0,10.0,7456098.0,2176885.0,2088372.0,2087674.0,2086418.0,2085164.0,2084302.0
1,aparat.com,13.0,1.0,5473698.0,1802029.0,1788679.0,1788589.0,1788429.0,1788285.0,1788107.0
2,stackexchange.com,76.0,60.0,2207711.0,1585795.0,1068868.0,997176.0,897546.0,809345.0,715612.0
3,twitch.tv,100.0,81.0,7806947.0,4406488.0,3734592.0,3702450.0,3643574.0,3590678.0,3537838.0
4,walmart.com,49.0,21.0,2542634.0,1519404.0,1001361.0,989839.0,971069.0,953219.0,935135.0
5,live.com,33.0,15.0,4987206.0,2555783.0,1692066.0,1653318.0,1582080.0,1518956.0,1454348.0
6,udemy.com,16.0,7.0,3110327.0,963242.0,875293.0,872979.0,868853.0,864815.0,860687.0
7,soundcloud.com,29.0,19.0,7363698.0,2322421.0,2089110.0,2080486.0,2064228.0,2049296.0,2033910.0
8,okta.com,105.0,7.0,16417202.0,10791474.0,10636074.0,10629370.0,10616936.0,10605914.0,10595642.0
9,zhihu.com,8.0,2.0,4057200.0,1621473.0,1480437.0,1471123.0,1448923.0,1430273.0,1409725.0
10,stackoverflow.com,31.0,14.0,1896113.0,617079.0,590942.0,588550.0,583500.0,579046.0,573670.0
11,google.com.hk,6.0,2.0,1479716.0,493993.0,492968.0,492904.0,492712.0,492508.0,492272.0
12,mail.ru,140.0,12.0,3953782.0,1584897.0,1559920.0,1559102.0,1557584.0,1556268.0,1554890.0
13,tianya.cn,21.0,6.0,570957.0,357292.0,203210.0,201296.0,197834.0,194628.0,191232.0
14,bbc.com,56.0,19.0,7678067.0,2889968.0,2404790.0,2395288.0,2380236.0,2365136.0,2350193.0
15,canva.com,50.0,20.0,3452187.0,1572169.0,1485303.0,1472893.0,1457691.0,1448981.0,1440999.0
16,theguardian.com,86.0,82.0,4905396.0,2114278.0,1957860.0,1930854.0,1865613.0,1794407.0,1684495.0
17,savefrom.net,35.0,16.0,1471084.0,775148.0,709445.0,707847.0,704923.0,702343.0,699137.0
18,tradingview.com,67.0,29.0,6448461.0,2325300.0,2232831.0,2224689.0,2212535.0,2186587.0,2154655.0
19,jd.com,86.0,38.0,4446411.0,2655228.0,2060349.0,2045129.0,2018351.0,1990503.0,1951951.0
20,wikipedia.org,7.0,2.0,93426.0,46252.0,36215.0,36011.0,35381.0,34941.0,34505.0
21,twitter.com,6.0,1.0,6177523.0,2211093.0,2211093.0,2211093.0,2211093.0,2179180.0,2139250.0
22,zhanqi.tv,60.0,52.0,3853536.0,2184440.0,1006233.0,990639.0,962497.0,938883.0,912869.0
23,6.cn,99.0,79.0,8749813.0,3752631.0,2381579.0,2353789.0,2304537.0,2262541.0,2220321.0
24,huanqiu.com,56.0,42.0,3136554.0,3032669.0,1579530.0,1519248.0,1416734.0,1318624.0,1204749.0
25,amazon.co.uk,134.0,107.0,3002702.0,2017401.0,1671079.0,1621737.0,1524617.0,1432095.0,1346525.0
26,imdb.com,54.0,33.0,5849587.0,2304367.0,2046435.0,1997135.0,1910067.0,1830159.0,1748527.0
27,jrj.com.cn,71.0,62.0,1304674.0,1331253.0,444317.0,427545.0,397411.0,369183.0,341123.0
28,roblox.com,19.0,8.0,5169511.0,1858325.0,1692069.0,1673155.0,1642443.0,1606703.0,1577317.0
29,flipkart.com,84.0,33.0,3163785.0,939637.0,872827.0,870765.0,866125.0,859299.0,849989.0
30,adobe.com,56.0,0.0,6643760.0,2242686.0,2242686.0,2242686.0,2242686.0,2242686.0,2242686.0
31,facebook.com,8.0,2.0,1230505.0,366969.0,353860.0,353756.0,353532.0,353302.0,353026.0
32,alibaba.com,130.0,58.0,8884428.0,3469952.0,2496083.0,2481263.0,2451642.0,2416553.0,2376263.0
33,google.de,6.0,2.0,1491366.0,493504.0,492479.0,492415.0,492223.0,492019.0,491783.0
34,wetransfer.com,8.0,1.0,5130424.0,2024386.0,1717089.0,1700561.0,1673025.0,1646291.0,1624467.0
35,amazon.de,123.0,6.0,3352372.0,2176187.0,2134470.0,2133290.0,2131268.0,2129320.0,2127400.0
36,google.it,6.0,2.0,1484637.0,492945.0,491920.0,491856.0,491664.0,491460.0,491224.0
37,naver.com,69.0,31.0,3966068.0,2279017.0,1922124.0,1918336.0,1911220.0,1904654.0,1897418.0
38,github.com,13.0,4.0,3149932.0,1068390.0,1065548.0,1064064.0,1061058.0,1058482.0,1055622.0
39,padlet.com,15.0,8.0,1645404.0,827030.0,823694.0,822106.0,820008.0,816452.0,809816.0
40,sindonews.com,73.0,33.0,4705494.0,1947059.0,1574641.0,1568977.0,1557493.0,1544659.0,1529783.0
41,bilibili.com,46.0,27.0,3556573.0,2004341.0,1926766.0,1909972.0,1866976.0,1815538.0,1759964.0
42,google.es,6.0,2.0,1489119.0,496087.0,495062.0,494998.0,494806.0,494602.0,494366.0
43,indiatimes.com,91.0,39.0,7410958.0,2137682.0,2035727.0,2028457.0,2016827.0,2006363.0,1994833.0
44,ebay.com,61.0,32.0,3459671.0,2035457.0,1954996.0,1951070.0,1942500.0,1930494.0,1912852.0
45,whatsapp.com,8.0,2.0,1191243.0,668593.0,329553.0,325587.0,319239.0,312783.0,306945.0
46,1688.com,148.0,68.0,8453777.0,3975352.0,3049388.0,3038744.0,3017160.0,2992738.0,2965022.0
47,bet9ja.com,24.0,7.0,2652338.0,1314708.0,639505.0,637529.0,633807.0,630135.0,626477.0
48,fandom.com,109.0,57.0,12673485.0,5618844.0,4457890.0,4406810.0,4287390.0,4148798.0,4011518.0
49,taobao.com,86.0,47.0,2612159.0,1200045.0,983549.0,981261.0,975983.0,970047.0,964011.0
50,google.co.jp,6.0,2.0,1477954.0,492986.0,491961.0,491897.0,491705.0,491501.0,491265.0
51,360.cn,139.0,132.0,5062379.0,5128062.0,1037261.0,1004837.0,950638.0,897264.0,840907.0
52,csdn.net,74.0,57.0,7630421.0,3826239.0,2239107.0,2225985.0,2204902.0,2184094.0,2163397.0
53,google.co.in,6.0,2.0,1479852.0,494149.0,493124.0,493060.0,492868.0,492664.0,492428.0
54,netflix.com,10.0,5.0,3243414.0,1489651.0,1105272.0,1087828.0,1058536.0,1032206.0,1008112.0
55,chase.com,31.0,6.0,7556869.0,3287610.0,3208788.0,3208152.0,3206678.0,3205330.0,3203816.0
56,ok.ru,38.0,1.0,2793822.0,1076734.0,1076646.0,1076648.0,1076640.0,1076650.0,1076642.0
57,zoom.us,84.0,67.0,15526466.0,12447291.0,8420882.0,8393322.0,8346152.0,8304774.0,8261020.0
58,instagram.com,13.0,8.0,5426795.0,1969433.0,1286294.0,1281366.0,1271648.0,1262898.0,1253686.0
59,daum.net,157.0,106.0,4620437.0,2686711.0,1943801.0,1907897.0,1844819.0,1787247.0,1727457.0
60,amazon.co.jp,134.0,80.0,2472793.0,1499882.0,1258710.0,1231092.0,1182246.0,1135682.0,1086299.0
61,wix.com,56.0,31.0,4885918.0,2033992.0,1680738.0,1677652.0,1669548.0,1661676.0,1651516.0
62,alipay.com,16.0,11.0,948282.0,850932.0,387884.0,371688.0,348494.0,325556.0,302260.0
63,researchgate.net,13.0,3.0,5037191.0,1310879.0,1237651.0,1231699.0,1221137.0,1210827.0,1201231.0
64,aliexpress.com,116.0,47.0,4930852.0,2301943.0,2247514.0,2244828.0,2240666.0,2235750.0,2227548.0
65,google.ru,6.0,2.0,1486935.0,494661.0,493636.0,493572.0,493380.0,493176.0,492940.0
66,nih.gov,22.0,18.0,1755319.0,925549.0,699142.0,686492.0,660638.0,637004.0,611864.0
67,office.com,17.0,11.0,4668948.0,3858145.0,3363103.0,3359435.0,3354179.0,3350155.0,3346071.0
68,amazon.in,114.0,81.0,2080270.0,1266340.0,935485.0,916253.0,881911.0,850003.0,816793.0
69,so.com,7.0,2.0,466160.0,366487.0,347917.0,347647.0,347103.0,346595.0,345991.0
70,baidu.com,24.0,18.0,1923153.0,663587.0,603762.0,602876.0,601260.0,599632.0,597806.0
71,bing.com,21.0,9.0,3746904.0,886282.0,808257.0,807021.0,791607.0,752007.0,714375.0
72,qq.com,58.0,54.0,1909596.0,1026105.0,709852.0,703402.0,691230.0,674856.0,647762.0
73,google.com.mx,6.0,2.0,1489430.0,496306.0,495281.0,495217.0,495025.0,494821.0,494585.0
74,rakuten.co.jp,465.0,271.0,10535554.0,6142236.0,3783838.0,3704384.0,3549778.0,3437693.0,3343605.0
75,detik.com,56.0,47.0,4419078.0,2223913.0,1979660.0,1975838.0,1969236.0,1962950.0,1956122.0
76,kompas.com,35.0,10.0,5931585.0,1913341.0,1590389.0,1586723.0,1580625.0,1574651.0,1568817.0
77,gome.com.cn,32.0,24.0,2835168.0,996216.0,933165.0,928359.0,918152.0,910610.0,904696.0
78,primevideo.com,23.0,5.0,3979079.0,1722835.0,1420702.0,1407470.0,1390302.0,1373194.0,1354114.0
79,tmall.com,43.0,27.0,1845427.0,1034365.0,690996.0,684926.0,671644.0,657508.0,641066.0
80,amazon.com,301.0,225.0,4335206.0,3471211.0,2650072.0,2579766.0,2459580.0,2345392.0,2226362.0
81,google.com.br,6.0,2.0,1474640.0,490618.0,489593.0,489529.0,489337.0,489133.0,488897.0
82,mama.cn,43.0,27.0,2029429.0,1566271.0,773907.0,764249.0,747047.0,732173.0,717157.0
83,babytree.com,78.0,69.0,2615937.0,2194985.0,684503.0,668353.0,639737.0,613016.0,583914.0
84,instructure.com,23.0,5.0,7752013.0,2032746.0,2001972.0,1994502.0,1975628.0,1968276.0,1962900.0
85,microsoft.com,52.0,11.0,2096772.0,788629.0,688666.0,682114.0,672724.0,662290.0,649770.0
86,google.cn,5.0,1.0,29141.0,25383.0,11934.0,11536.0,10838.0,10058.0,9278.0
87,google.fr,6.0,2.0,1486507.0,490103.0,489078.0,489014.0,488822.0,488618.0,488382.0
88,yandex.ru,8.0,1.0,1087013.0,836456.0,610437.0,604057.0,590719.0,579331.0,566981.0
89,cnblogs.com,47.0,23.0,1049051.0,583492.0,339958.0,338536.0,336004.0,333654.0,330758.0
90,ilovepdf.com,18.0,3.0,883363.0,452304.0,356435.0,353873.0,349369.0,344809.0,340151.0
91,etsy.com,44.0,17.0,3130169.0,1186721.0,1094739.0,1081007.0,1065187.0,1054233.0,1044213.0
92,dropbox.com,12.0,4.0,4240967.0,1696985.0,1518939.0,1514155.0,1505823.0,1499787.0,1492735.0
93,youtube.com,37.0,22.0,11825039.0,2812156.0,2705106.0,2684726.0,2640986.0,2610730.0,2590132.0
94,apple.com,28.0,10.0,3155615.0,1219843.0,992691.0,990755.0,987903.0,984701.0,981775.0
95,reddit.com,46.0,37.0,8515014.0,3762996.0,2909440.0,2883384.0,2831326.0,2800142.0,2770278.0
96,onlinesbi.com,35.0,26.0,3132550.0,2812146.0,615905.0,593311.0,552027.0,512771.0,469307.0
97,msn.com,72.0,63.0,2126889.0,949238.0,863901.0,854897.0,840137.0,826763.0,812303.0
98,hao123.com,50.0,38.0,503121.0,455308.0,386101.0,385230.0,383520.0,381880.0,379982.0
99,freepik.com,52.0,29.0,7995347.0,3007789.0,2482154.0,2471690.0,2453580.0,2431782.0,2403806.0
100,google.com.tw,6.0,2.0,1503894.0,497639.0,496614.0,496550.0,496358.0,496154.0,495918.0
